Activity,Timestamp,Value
Pet Weight Recorded ,7/25 12:39AM,7.3 lbs
Cat Detected,7/25 12:38AM,-
Clean Cycle Complete,7/25 12:26AM,-
Clean Cycle In Progress,7/25 12:23AM,-
Pet Weight Recorded ,7/25 12:08AM,15.1 lbs
Cat Detected,7/25 12:07AM,-
Clean Cycle Complete,7/24 7:59PM,-
Clean Cycle In Progress,7/24 7:57PM,-
Pet Weight Recorded ,7/24 7:42PM,15.1 lbs
Pet Weight Recorded ,7/24 7:41PM,15.1 lbs
Pet Weight Recorded ,7/24 7:36PM,9.5 lbs
Cat Detected,7/24 7:36PM,-
Clean Cycle Complete,7/24 5:46PM,-
Clean Cycle In Progress,7/24 5:44PM,-
Cat Detected,7/24 5:29PM,-
Clean Cycle Complete,7/24 1:15PM,-
Pet Weight Recorded ,7/24 1:15PM,15.0 lbs
Cycle Interrupted,7/24 1:14PM,-
Clean Cycle In Progress,7/24 1:12PM,-
Pet Weight Recorded ,7/24 12:57PM,15.0 lbs
Pet Weight Recorded ,7/24 12:56PM,15.0 lbs
Pet Weight Recorded ,7/24 12:52PM,9.4 lbs
Cat Detected,7/24 12:52PM,-
Clean Cycle Complete,7/24 12:20PM,-
Clean Cycle In Progress,7/24 12:17PM,-
Pet Weight Recorded ,7/24 12:02PM,19.9 lbs
Pet Weight Recorded ,7/24 11:50AM,20.0 lbs
Cat Detected,7/24 11:49AM,-
Clean Cycle Complete,7/24 11:11AM,-
Clean Cycle In Progress,7/24 11:09AM,-
Pet Weight Recorded ,7/24 10:54AM,14.9 lbs
Cat Detected,7/24 10:53AM,-
Clean Cycle Complete,7/24 8:35AM,-
Clean Cycle In Progress,7/24 8:33AM,-
Pet Weight Recorded ,7/24 8:18AM,14.9 lbs
Cat Detected,7/24 8:15AM,-
Clean Cycle Complete,7/24 6:41AM,-
Clean Cycle In Progress,7/24 6:39AM,-
Pet Weight Recorded ,7/24 6:23AM,9.5 lbs
Cat Detected,7/24 6:20AM,-
Clean Cycle Complete,7/24 12:23AM,-
Clean Cycle In Progress,7/24 12:20AM,-
Pet Weight Recorded ,7/24 12:05AM,15.3 lbs
Pet Weight Recorded ,7/23 11:52PM,15.3 lbs
Pet Weight Recorded ,7/23 11:49PM,20.1 lbs
Pet Weight Recorded ,7/23 11:48PM,20.0 lbs
Pet Weight Recorded ,7/23 11:47PM,20.1 lbs
Pet Weight Recorded ,7/23 11:37PM,14.9 lbs
Cat Detected,7/23 11:36PM,-
Clean Cycle Complete,7/23 7:47PM,-
Clean Cycle In Progress,7/23 7:45PM,-
Pet Weight Recorded ,7/23 7:30PM,9.5 lbs
Cat Detected,7/23 7:29PM,-
Clean Cycle Complete,7/23 6:29PM,-
Clean Cycle In Progress,7/23 6:27PM,-
Cat Detected,7/23 6:12PM,-
Clean Cycle Complete,7/23 1:52PM,-
Clean Cycle In Progress,7/23 1:50PM,-
Pet Weight Recorded ,7/23 1:35PM,14.9 lbs
Cat Detected,7/23 1:29PM,-
Clean Cycle Complete,7/23 11:41AM,-
Clean Cycle In Progress,7/23 11:39AM,-
Cat Detected,7/23 11:24AM,-
Clean Cycle Complete,7/23 10:13AM,-
Clean Cycle In Progress,7/23 10:11AM,-
Pet Weight Recorded ,7/23 9:56AM,9.4 lbs
Cat Detected,7/23 9:55AM,-
Clean Cycle Complete,7/23 9:27AM,-
Cycle Interrupted,7/23 9:25AM,-
Clean Cycle In Progress,7/23 9:24AM,-
Pet Weight Recorded ,7/23 9:09AM,15.2 lbs
Pet Weight Recorded ,7/23 9:00AM,20.0 lbs
Pet Weight Recorded ,7/23 8:59AM,20.1 lbs
Cat Detected,7/23 8:58AM,-
Clean Cycle Complete,7/23 7:13AM,-
Clean Cycle In Progress,7/23 7:11AM,-
Pet Weight Recorded ,7/23 6:56AM,15.0 lbs
Cat Detected,7/23 6:54AM,-
Clean Cycle Complete,7/23 6:17AM,-
Clean Cycle In Progress,7/23 6:15AM,-
Cat Detected,7/23 6:00AM,-
Clean Cycle Complete,7/23 3:17AM,-
Clean Cycle In Progress,7/23 3:15AM,-
Pet Weight Recorded ,7/23 3:00AM,9.4 lbs
Clean Cycle Complete,7/23 1:24AM,-
Clean Cycle In Progress,7/23 1:22AM,-
Cat Detected,7/23 12:54AM,-
Clean Cycle Complete,7/22 11:14PM,-
Clean Cycle In Progress,7/22 11:12PM,-
Pet Weight Recorded ,7/22 10:56PM,15.0 lbs
Cat Detected,7/22 10:54PM,-
Clean Cycle Complete,7/22 10:06PM,-
Cycle Interrupted,7/22 10:03PM,-
Clean Cycle In Progress,7/22 10:03PM,-
Pet Weight Recorded ,7/22 9:47PM,9.6 lbs
Cat Detected,7/22 9:45PM,-
Cat Detected,7/22 7:30PM,-
Clean Cycle Complete,7/22 7:27PM,-
Pet Weight Recorded ,7/22 7:24PM,14.9 lbs
Cycle Interrupted,7/22 7:23PM,-
Pet Weight Recorded ,7/22 7:22PM,6.5 lbs
Cycle Interrupted,7/22 7:22PM,-
Clean Cycle In Progress,7/22 7:22PM,-
Pet Weight Recorded ,7/22 6:58PM,15.0 lbs
Cat Detected,7/22 6:57PM,-
Clean Cycle Complete,7/22 5:51PM,-
Cycle Interrupted,7/22 5:49PM,-
Clean Cycle In Progress,7/22 5:48PM,-
Cat Detected,7/22 5:33PM,-
Clean Cycle Complete,7/22 5:28PM,-
Pet Weight Recorded ,7/22 5:28PM,15.0 lbs
Cycle Interrupted,7/22 5:27PM,-
Pet Weight Recorded ,7/22 5:27PM,14.9 lbs
Cycle Interrupted,7/22 5:26PM,-
Clean Cycle In Progress,7/22 5:24PM,-
Cat Detected,7/22 5:09PM,-
Clean Cycle Complete,7/22 5:08PM,-
Cycle Interrupted,7/22 5:06PM,-
Cycle Interrupted,7/22 5:05PM,-
Cycle Interrupted,7/22 5:04PM,-
Clean Cycle In Progress,7/22 5:02PM,-
Cat Detected,7/22 5:02PM,-
Cat Detected,7/22 3:43PM,-
Clean Cycle Complete,7/22 3:43PM,-
Clean Cycle Complete,7/22 3:17PM,-
Pet Weight Recorded ,7/21 1:30PM,9.5 lbs
Pet Weight Recorded ,7/21 12:21PM,9.4 lbs
Clean Cycle In Progress,7/21 7:04AM,-
Pet Weight Recorded ,7/21 6:49AM,9.5 lbs
Cat Detected,7/21 6:48AM,-
Clean Cycle Complete,7/21 6:13AM,-
Clean Cycle In Progress,7/21 6:11AM,-
Cat Detected,7/21 5:56AM,-
Clean Cycle Complete,7/21 3:18AM,-
Clean Cycle In Progress,7/21 3:16AM,-
Pet Weight Recorded ,7/21 3:01AM,9.4 lbs
Cat Detected,7/21 3:00AM,-
Clean Cycle Complete,7/21 1:53AM,-
Clean Cycle In Progress,7/21 1:51AM,-
Pet Weight Recorded ,7/21 1:36AM,20.3 lbs
Pet Weight Recorded ,7/21 1:35AM,20.3 lbs
Cat Detected,7/21 1:33AM,-
Clean Cycle Complete,7/21 12:11AM,-
Cycle Interrupted,7/21 12:09AM,-
