Activity,Timestamp,Value
Pet Weight Recorded ,6/19 9:10AM,19.3 lbs
Cat Detected,6/19 9:10AM,-
Clean Cycle Complete,6/19 7:58AM,-
Clean Cycle In Progress,6/19 7:55AM,-
Pet Weight Recorded ,6/19 7:30AM,14.2 lbs
Cat Detected,6/19 7:29AM,-
Clean Cycle Complete,6/19 3:09AM,-
Clean Cycle In Progress,6/19 3:07AM,-
Cat Detected,6/19 2:42AM,-
Clean Cycle Complete,6/19 2:03AM,-
Clean Cycle In Progress,6/19 2:01AM,-
Pet Weight Recorded ,6/19 1:36AM,19.4 lbs
Clean Cycle Complete,6/19 12:34AM,-
Clean Cycle In Progress,6/19 12:31AM,-
Pet Weight Recorded ,6/19 12:06AM,9.0 lbs
Cat Detected,6/19 12:06AM,-
Clean Cycle Complete,6/18 10:37PM,-
Clean Cycle In Progress,6/18 10:35PM,-
Pet Weight Recorded ,6/18 10:10PM,14.2 lbs
Cat Detected,6/18 10:08PM,-
Clean Cycle Complete,6/18 6:28PM,-
Clean Cycle In Progress,6/18 6:26PM,-
Pet Weight Recorded ,6/18 6:01PM,8.9 lbs
Cat Detected,6/18 6:00PM,-
Clean Cycle Complete,6/18 2:45PM,-
Clean Cycle In Progress,6/18 2:43PM,-
Cat Detected,6/18 2:18PM,-
Clean Cycle Complete,6/18 12:23PM,-
Pet Weight Recorded ,6/18 12:21PM,7.3 lbs
Cycle Interrupted,6/18 12:21PM,-
Clean Cycle In Progress,6/18 12:20PM,-
Pet Weight Recorded ,6/18 11:55AM,19.3 lbs
Cat Detected,6/18 11:54AM,-
Clean Cycle Complete,6/18 10:39AM,-
Clean Cycle In Progress,6/18 10:37AM,-
Cat Detected,6/18 10:12AM,-
Clean Cycle Complete,6/18 10:06AM,-
Clean Cycle In Progress,6/18 10:04AM,-
Pet Weight Recorded ,6/18 9:39AM,19.4 lbs
Cat Detected,6/18 9:38AM,-
Clean Cycle Complete,6/18 9:24AM,-
Clean Cycle In Progress,6/18 9:22AM,-
Cat Detected,6/18 8:57AM,-
Clean Cycle Complete,6/18 8:47AM,-
Clean Cycle In Progress,6/18 8:45AM,-
Pet Weight Recorded ,6/18 8:20AM,14.2 lbs
Cat Detected,6/18 8:18AM,-
Clean Cycle Complete,6/18 8:15AM,-
Clean Cycle In Progress,6/18 8:13AM,-
Pet Weight Recorded ,6/18 7:47AM,19.3 lbs
Pet Weight Recorded ,6/18 7:35AM,8.9 lbs
Cat Detected,6/18 7:34AM,-
Clean Cycle Complete,6/18 1:39AM,-
Clean Cycle In Progress,6/18 1:36AM,-
Pet Weight Recorded ,6/18 1:11AM,14.3 lbs
Cat Detected,6/18 1:09AM,-
Clean Cycle Complete,6/17 10:40PM,-
Clean Cycle In Progress,6/17 10:38PM,-
Pet Weight Recorded ,6/17 10:12PM,19.3 lbs
Pet Weight Recorded ,6/17 10:11PM,7.8 lbs
Pet Weight Recorded ,6/17 10:09PM,8.9 lbs
Cat Detected,6/17 10:09PM,-
Clean Cycle Complete,6/17 5:33PM,-
Clean Cycle In Progress,6/17 5:31PM,-
Cat Detected,6/17 5:06PM,-
Clean Cycle Complete,6/17 4:37PM,-
Clean Cycle In Progress,6/17 4:34PM,-
Pet Weight Recorded ,6/17 3:58PM,9.0 lbs
Cat Detected,6/17 3:56PM,-
Clean Cycle Complete,6/17 1:05PM,-
Cycle Interrupted,6/17 1:03PM,-
Clean Cycle In Progress,6/17 1:03PM,-
Pet Weight Recorded ,6/17 12:37PM,9.0 lbs
Pet Weight Recorded ,6/17 12:19PM,19.3 lbs
Cat Detected,6/17 12:16PM,-
Clean Cycle Complete,6/17 11:26AM,-
Clean Cycle In Progress,6/17 11:24AM,-
Clean Cycle Complete,6/17 11:05AM,-
Clean Cycle In Progress,6/17 11:03AM,-
Pet Weight Recorded ,6/17 10:37AM,14.2 lbs
Pet Weight Recorded ,6/17 10:15AM,19.3 lbs
Pet Weight Recorded ,6/17 10:14AM,19.2 lbs
Cat Detected,6/17 10:00AM,-
Clean Cycle Complete,6/17 8:58AM,-
Clean Cycle In Progress,6/17 8:56AM,-
Pet Weight Recorded ,6/17 8:30AM,14.3 lbs
Pet Weight Recorded ,6/17 8:14AM,9.0 lbs
Cat Detected,6/17 8:13AM,-
Clean Cycle Complete,6/17 8:00AM,-
Cycle Interrupted,6/17 7:58AM,-
Clean Cycle In Progress,6/17 7:57AM,-
Pet Weight Recorded ,6/17 7:32AM,19.3 lbs
Cat Detected,6/17 7:31AM,-
Clean Cycle Complete,6/17 1:47AM,-
Clean Cycle In Progress,6/17 1:45AM,-
Pet Weight Recorded ,6/17 1:00AM,14.4 lbs
Pet Weight Recorded ,6/17 12:58AM,19.4 lbs
Pet Weight Recorded ,6/17 12:53AM,19.4 lbs
Cat Detected,6/17 12:52AM,-
Clean Cycle Complete,6/16 10:36PM,-
Clean Cycle In Progress,6/16 10:34PM,-
Pet Weight Recorded ,6/16 10:09PM,9.0 lbs
Pet Weight Recorded ,6/16 10:00PM,14.2 lbs
Cat Detected,6/16 9:37PM,-
Clean Cycle Complete,6/16 9:01PM,-
Clean Cycle In Progress,6/16 8:59PM,-
Cat Detected,6/16 8:33PM,-
Clean Cycle Complete,6/16 8:31PM,-
Clean Cycle In Progress,6/16 8:28PM,-
Pet Weight Recorded ,6/16 7:40PM,9.0 lbs
Cat Detected,6/16 7:39PM,-
Clean Cycle Complete,6/16 7:11PM,-
Cycle Interrupted,6/16 7:11PM,-
Cycle Interrupted,6/16 7:09PM,-
Clean Cycle In Progress,6/16 7:08PM,-
Cat Detected,6/16 6:35PM,-
