Activity,Timestamp,Value
Pet Weight Recorded ,5/18 9:58AM,9.2 lbs
Clean Cycle Complete,5/18 8:40AM,-
Clean Cycle In Progress,5/18 8:38AM,-
Pet Weight Recorded ,5/18 8:13AM,14.4 lbs
Cat Detected,5/18 8:12AM,-
Clean Cycle Complete,5/18 7:55AM,-
Clean Cycle In Progress,5/18 7:53AM,-
Pet Weight Recorded ,5/18 7:27AM,14.4 lbs
Cat Detected,5/18 7:26AM,-
Clean Cycle Complete,5/18 6:49AM,-
Clean Cycle In Progress,5/18 6:46AM,-
Pet Weight Recorded ,5/18 6:21AM,9.2 lbs
Cat Detected,5/18 6:21AM,-
Clean Cycle Complete,5/18 1:45AM,-
Clean Cycle In Progress,5/18 1:42AM,-
Pet Weight Recorded ,5/18 1:16AM,9.2 lbs
Clean Cycle Complete,5/17 7:13PM,-
Clean Cycle In Progress,5/17 7:11PM,-
Pet Weight Recorded ,5/17 6:46PM,9.2 lbs
Cat Detected,5/17 6:45PM,-
Clean Cycle Complete,5/17 2:49PM,-
Clean Cycle In Progress,5/17 2:46PM,-
Pet Weight Recorded ,5/17 2:21PM,14.3 lbs
Cat Detected,5/17 2:20PM,-
Clean Cycle Complete,5/17 10:14AM,-
Clean Cycle In Progress,5/17 10:12AM,-
Cat Detected,5/17 10:12AM,-
Clean Cycle Complete,5/17 10:01AM,-
Clean Cycle In Progress,5/17 9:59AM,-
Pet Weight Recorded ,5/17 9:37AM,9.2 lbs
Cat Detected,5/17 9:36AM,-
Clean Cycle Complete,5/17 1:36AM,-
Clean Cycle In Progress,5/17 1:34AM,-
Pet Weight Recorded ,5/17 1:07AM,9.2 lbs
Clean Cycle Complete,5/17 12:30AM,-
Cycle Interrupted,5/17 12:30AM,-
Cycle Interrupted,5/17 12:29AM,-
Cycle Interrupted,5/17 12:27AM,-
Clean Cycle In Progress,5/17 12:27AM,-
Pet Weight Recorded ,5/17 12:02AM,14.4 lbs
Pet Weight Recorded ,5/16 11:58PM,7.1 lbs
Cat Detected,5/16 11:53PM,-
Clean Cycle Complete,5/16 9:46PM,-
Cycle Interrupted,5/16 9:45PM,-
Clean Cycle In Progress,5/16 9:44PM,-
Pet Weight Recorded ,5/16 9:19PM,9.3 lbs
Pet Weight Recorded ,5/16 9:00PM,9.3 lbs
Cat Detected,5/16 8:59PM,-
Clean Cycle Complete,5/16 10:49AM,-
Clean Cycle In Progress,5/16 10:47AM,-
Cat Detected,5/16 10:14AM,-
Clean Cycle Complete,5/16 9:11AM,-
Clean Cycle In Progress,5/16 9:09AM,-
Pet Weight Recorded ,5/16 8:44AM,9.3 lbs
Cat Detected,5/16 8:43AM,-
Clean Cycle Complete,5/16 8:02AM,-
Cycle Interrupted,5/16 8:00AM,-
Clean Cycle In Progress,5/16 8:00AM,-
Pet Weight Recorded ,5/16 7:34AM,14.3 lbs
Cat Detected,5/16 7:33AM,-
Clean Cycle Complete,5/16 5:52AM,-
Cycle Interrupted,5/16 5:50AM,-
Clean Cycle In Progress,5/16 5:50AM,-
Pet Weight Recorded ,5/16 5:24AM,9.3 lbs
Cat Detected,5/16 5:22AM,-
Clean Cycle Complete,5/15 10:42PM,-
Clean Cycle In Progress,5/15 10:40PM,-
Pet Weight Recorded ,5/15 10:15PM,9.3 lbs
Cat Detected,5/15 10:08PM,-
Clean Cycle Complete,5/15 9:49PM,-
Clean Cycle In Progress,5/15 9:47PM,-
Pet Weight Recorded ,5/15 9:22PM,9.3 lbs
Cat Detected,5/15 9:21PM,-
Clean Cycle Complete,5/15 3:16PM,-
Clean Cycle In Progress,5/15 3:14PM,-
Clean Cycle Complete,5/15 2:25PM,-
Clean Cycle In Progress,5/15 2:23PM,-
Pet Weight Recorded ,5/15 1:58PM,14.4 lbs
Cat Detected,5/15 1:56PM,-
Clean Cycle Complete,5/15 8:14AM,-
Cycle Interrupted,5/15 8:13AM,-
Pet Weight Recorded ,5/15 8:12AM,6.6 lbs
Cycle Interrupted,5/15 8:11AM,-
Clean Cycle In Progress,5/15 8:10AM,-
Pet Weight Recorded ,5/15 7:45AM,9.4 lbs
Cat Detected,5/15 7:44AM,-
Clean Cycle Complete,5/15 5:48AM,-
Clean Cycle In Progress,5/15 5:46AM,-
Pet Weight Recorded ,5/15 5:21AM,9.4 lbs
Cat Detected,5/15 5:20AM,-
Clean Cycle Complete,5/14 11:37PM,-
Clean Cycle In Progress,5/14 11:35PM,-
Pet Weight Recorded ,5/14 11:10PM,14.4 lbs
Pet Weight Recorded ,5/14 10:55PM,9.4 lbs
Cat Detected,5/14 10:52PM,-
Clean Cycle Complete,5/14 10:41PM,-
Clean Cycle In Progress,5/14 10:39PM,-
Pet Weight Recorded ,5/14 10:14PM,9.4 lbs
Cat Detected,5/14 10:13PM,-
Clean Cycle Complete,5/14 9:59PM,-
Clean Cycle In Progress,5/14 9:56PM,-
Pet Weight Recorded ,5/14 9:31PM,9.4 lbs
Cat Detected,5/14 9:30PM,-
Clean Cycle Complete,5/14 3:18PM,-
Cycle Interrupted,5/14 3:16PM,-
Clean Cycle In Progress,5/14 3:15PM,-
Pet Weight Recorded ,5/14 2:50PM,9.4 lbs
Cat Detected,5/14 2:47PM,-
Clean Cycle Complete,5/14 12:20PM,-
Clean Cycle In Progress,5/14 12:18PM,-
Pet Weight Recorded ,5/14 11:53AM,14.4 lbs
